No,Lab Code,Lab Name,Report,Measured_RBC,Measured_WBC,Measured_PLT,Measured_Hb,Measured_Hct,Measured_MCV,Measured_MCH,Measured_MCHC,,Reference_RBC,Reference_WBC,Reference_PLT,Reference_Hb,Reference_Hct,Reference_MCV,Reference_MCH,Reference_MCHC,,Brand_Code,Brand_Name,Model_Code,Model_Description,Brand_Custom,Model_Custom,Model_Name,Submission_Date,Suggestion,Remarks,Defect_Note,Status,Status_Recheck,Labcode_HM,Type
122,00122,โรงพยาบาลบางน้ำเปรี้ยว,R,2.3,2.12,105,5.3,24.9,108.1,23.1,21.4,,,,,,,,,,,(600) Mindray,,606,,,,BC 780,17 กันยายน 2568,,,A368 hemolysis,ส่งผลสมบูรณ์,,HM 189,PHCH
123,00123,โรงพยาบาลโซ่พิสัย,R,2.28,2.02,64,5.5,18,78.6,24.1,31.4,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 341,PHCH
124,00124,โรงพยาบาลศรีวิไล,R,2.23,2.11,59,5.4,17.1,76.9,24.1,31.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 344,PHCH
127,00127,โรงพยาบาลเฝ้าไร่,R,2.29,2.14,61,5.4,17.9,78.3,23.6,30.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1500,PHCH
187,00187,โรงพยาบาลเวียงป่าเป้า,R,2.17,2.1,66,5.2,17,78.2,24.2,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 564,PHCH
200,00200,โรงพยาบาลชนแดน,R,2.12,2.06,86,5.3,23.5,110.9,24.8,22.6,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,วัตถุทดสอบ A368 Hemolysis,ส่งผลสมบูรณ์,,HM 505,PHCH
208,00208,โรงพยาบาลศิครินทร์ สมุทรปราการ,R,2.24,1.76,65,5.3,17.7,79.2,23.5,29.7,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,วัตถุประเมินคุณภาพการตรวจวิเคราะห์โลหิตวิทยา ทั้ง รอบที่ 2 และ 3/2568 ของโรงพยาบาลศิครินทร์สมุทรปราการ ส่วนใหญ่  Sample hemomlysis  รบกวนช่วยตรวจสอบsample หรือกระบวนการขนส่งเพื่อให้วัตถุคงสภาพสมบูณ์เนื่องจากการทำ EQA ผลออกมาจะทำให้ค่าผิดปกติได้ค่ะ,,Sample B 368 hemolysis,ส่งผลสมบูรณ์,,HM 1958,NGPH
209,00209,โรงพยาบาลบางปลาม้า,R,2.11,2.27,73,5.3,22.9,108.4,24.9,23.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.1 เข้ามาด้วย,HM 174,PHCH
244,00244,โรงพยาบาลนาแก,R,2.27,2.34,64,5.3,17.3,76.2,23.5,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 407,PHCH
269,00269,โรงพยาบาลวาริชภูมิ,R,2.27,2.35,64,5.4,17.5,77.2,23.9,30.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 369,PHCH
277,00277,โรงพยาบาลวังโป่ง,R,2.16,1.94,73,5.3,24.8,115.1,24.6,21.4,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 508,PHCH
282,00282,โรงพยาบาลภักดีชุมพล,R,2.14,0.71,44,5.2,17,79.3,24.2,30.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 278,PHCH
289,00289,โรงพยาบาลเนินมะปราง,R,2.26,1.67,66,5.3,17.2,76.1,23.5,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 496,PHCH
324,00324,โรงพยาบาลแม่แตง,R,2.31,2.07,60,5.4,17.5,75.5,23.3,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 552,PHCH
327,00327,โรงพยาบาลน้ำปาด,R,2.23,2.08,65,5.4,17.1,76.7,24.3,31.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1088,PHCH
333,00333,โรงพยาบาลบางกรวย,R,2.23,1.28,37,5.3,17.4,77.9,23.8,30.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1065,PHCH
340,00340,โรงพยาบาลพุนพิน,R,2.22,1.95,57,5.3,17.1,76.2,23.6,30.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 601,PHCH
345,00345,โรงพยาบาลควนกาหลง,R,2.21,0.7,63,5.4,17.6,79.7,24.3,30.7,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 660,PHCH
347,00347,โรงพยาบาลพนมดงรักเฉลิมพระเกียรติ 80 พรรษา,R,2.23,1.96,56,5.3,17.1,76.8,24,31.2,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 1222,PHCH
361,00361,โรงพยาบาลไชยา,R,2.16,1,50,5.3,16.8,77.8,24.4,31.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 602,PHCH
366,00366,โรงพยาบาลสวรรคโลก,R,2.24,2.1,60,5.4,17.2,76.9,24.2,31.4,,,,,,,,,,,(600) Mindray,,606,,,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 475,PHCH
370,00370,โรงพยาบาลทับคล้อ,R,2.23,2.43,51,5.4,17.5,78.5,24.1,30.9,,,,,,,,,,,(600) Mindray,,606,,,,Mindray BC-760,10 กันยายน 2568,Sample ฺ368 สีดำคล้ายเลือดเสีย ลงนำไปปั่นแล้วไม่ตก,,,ส่งผลสมบูรณ์,,HM 501,PHCH
377,00377,โรงพยาบาลโพธิ์ประทับช้าง,R,2.24,2.11,66,5.6,17.4,77.5,25,32.2,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,ตัวอย่าง B368 Hemolysis,ส่งผลสมบูรณ์,,HM 502,PHCH
379,00379,โรงพยาบาลวังทรายพูน,R,2.26,2.15,112,5.2,23.5,103.9,23.2,22.1,,,,,,,,,,,(600) Mindray,,606,,,,-,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1311,PHCH
385,00385,โรงพยาบาลท่าวังผา,R,2.17,2.35,53,5.4,16.9,77.8,24.7,32,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,ระบบรายงานผลล่มบ่อย,,,ส่งผลสมบูรณ์,,HM 1087,PHCH
386,00386,โรงพยาบาลสมเด็จพระยุพราชปัว,R,2.19,2.19,66,5.3,21.4,97.7,24.2,24.8,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 516,PHCH
388,00388,โรงพยาบาลคำตากล้า,R,2.19,2.11,67,5.2,17.3,79.1,23.6,30.1,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 372,PHCH
393,00393,โรงพยาบาลเสิงสาง,R,2.21,2.02,66,5.2,17.7,80,23.7,29.7,,,,,,,,,,,(600) Mindray,,606,,,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 258,PHCH
415,00415,โรงพยาบาลบ้านตาก,R,2.2,1.37,78,5.3,21.2,96.5,24.2,25,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 472,PHCH
420,00420,โรงพยาบาลมหาชัยเพชรรัชต์ (เครื่อง1),R,2.22,1,67,5.3,17,76.7,23.9,31.2,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 891,NGPH
429,00429,โรงพยาบาลค่ายพ่อขุนผาเมือง,R,2.05,2.29,79,5.4,20.2,78.3,24.1,29.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 727,GNPH
432,00432,โรงพยาบาลบ้านใหม่ไชยพจน์,R,2.26,1.72,59,5.6,18,79.5,24.7,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 959,PHCH
436,00436,โรงพยาบาลเฉลิมพระเกียรติ จ.บุรีรัมย์,R,2.19,1.79,52,5.2,16.9,77.3,23.8,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของ ศวก.6 เข้ามาด้วย,HM 1007,PHCH
456,00457,โรงพยาบาลทองแสนขัน,R,2.25,2.14,74,5.3,17.5,77.9,23.5,30.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 530,PHCH
477,00478,โรงพยาบาลสมเด็จพระยุพราชกระนวน,R,2.3,2.18,70,5.3,17.7,77.1,23.2,29.9,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 311,PHCH
478,00479,โรงพยาบาลสุวรรณคูหา,R,2.27,1.55,53,5.4,17.6,77.4,23.6,30.7,,,,,,,,,,,(600) Mindray,,606,,,,760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 363,PHCH
479,00480,โรงพยาบาลเอราวัณ,R,2.21,1.54,53,5.3,17.8,80.5,23.8,29.8,,,,,,,,,,,(600) Mindray,,606,,,,BC -760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 335,PHCH
487,00488,โรงพยาบาลดอยสะเก็ด,R,2.24,1.86,80,5.3,26.3,117.4,23.7,20.2,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 550,PHCH
496,00497,โรงพยาบาลป่าซาง,R,2.25,2.03,65,5.3,17.2,76.5,23.6,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 579,PHCH
522,00523,โรงพยาบาลวชิรบารมี,R,2.25,1.97,63,5.3,17,75.6,23.7,31.2,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 689,PHCH
527,00528,โรงพยาบาลดอกคำใต้,R,2.19,2.1,62,5.4,17.3,77.7,24.2,31.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 574,PHCH
530,00531,โรงพยาบาลอุ้มผาง,R,2.24,2.31,50,5.3,17.1,76.5,23.8,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1085,PHCH
532,00533,โรงพยาบาลศรีสาคร,R,2.24,1.62,87,5.3,21.9,97.7,23.7,24.2,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 682,PHCH
541,00542,โรงพยาบาลนากลาง,R,2.24,1.76,65,5.3,17.7,79.2,23.5,29.7,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,ตัวอย่าง A368 Hemolysis,ส่งผลสมบูรณ์,,HM 362,PHCH
542,00543,โรงพยาบาลชัยนาทนเรนทร,R,2.26,2.19,65,5.3,17.4,77.1,23.6,30.5,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,การส่งผลทดสอบควรเว้นระยะให้เหมาะสมในรอบ 1 ปีงบประมาณไม่ใช่ส่งให้มาทดสอบตอบใกล้ปิดปีงบประมาณ,,,ส่งผลสมบูรณ์,,HM 73,PHGH
546,00547,โรงพยาบาลห้วยแถลง,R,2.23,1.49,68,5.3,17.5,78.5,24,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 259,PHCH
559,00560,โรงพยาบาลปากท่อ,R,2.25,2.25,50,5.3,17.8,78.9,23.8,29.8,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 216,PHCH
561,00562,โรงพยาบาลปราณบุรี,R,2.22,1.88,55,5.4,17.3,78.1,24.2,31.2,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 241,PHCH
564,00565,โรงพยาบาลสหวิทยาการมะลิ,R,2.26,2.05,73,5.3,24.2,107,23.6,22,,,,,,,,,,,(600) Mindray,,606,,BC-760,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1750,NGPH
572,00573,โรงพยาบาลจักราช,R,2.25,2.09,59,5.3,17.8,79.3,23.6,29.8,,,,,,,,,,,(600) Mindray,,606,,,,BC780,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 256,PHCH
576,00577,โรงพยาบาลโนนสูง,R,2.17,2,65,5.3,16.6,76.6,24.2,31.6,,,,,,,,,,,(600) Mindray,,606,,,,BC780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 255,PHCH
583,00584,โรงพยาบาลแสวงหา,R,2.22,1.69,62,5.4,17.2,77.4,24.3,31.4,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 143,PHCH
600,00601,โรงพยาบาลบางปะหัน,R,2.19,1.99,58,5.3,17.1,78.1,24.3,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 136,PHCH
618,00619,โรงพยาบาลวังเหนือ,R,2.21,2.3,65,5.4,17,76.9,24.2,31.8,,,,,,,,,,,(600) Mindray,,606,,MIndray,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 536,PHCH
621,00622,โรงพยาบาลชุมพวง,R,2.21,1.61,57,5.2,17.2,77.7,23.5,30.3,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 252,PHCH
625,00626,โรงพยาบาลธนบุรี-ชุมพร,R,2.2,2.11,56,5.3,17.1,77.6,24.1,31,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1128,NGPH
659,00660,โรงพยาบาลมายอ (เครื่อง1),R,2.21,2.15,69,5.3,19.9,79,24,27.3,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,มีไฟล์แนบของงานอื่นเข้ามา,HM 672,PHCH
664,00665,โรงพยาบาลกะเปอร์,R,2.16,2.07,57,5.3,17,76.8,24.6,32.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 620,PHCH
665,00666,โรงพยาบาลน้ำโสม,R,2.22,1.47,64,5.3,16.7,75.4,23.8,31.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 969,PHCH
669,00670,โรงพยาบาลนาตาล,R,2.25,2.14,66,5.3,17.5,77.2,23.6,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1308,PHCH
670,00671,โรงพยาบาลสิรินธร,R,2.3,2.13,64,5.3,17.6,76.6,23.3,30.4,,,,,,,,,,,(600) Mindray,,606,,BC-760,BC-760,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 400,PHCH
671,00672,โรงพยาบาลโพธิ์ไทร,R,2.25,1.99,53,5.3,17.3,77.3,23.7,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,รายงานผลหน่วย PLT ผิด,,ส่งผลสมบูรณ์,,HM 395,PHCH
672,00673,โรงพยาบาลกันตัง,R,2.2,2.25,58,5.5,18.3,82.4,24.8,30.1,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1004,PHCH
674,00675,โรงพยาบาลสิเกา,R,2.3,2.38,57,5.4,18.1,78.7,23.7,29.8,,,,,,,,,,,(600) Mindray,,606,,-,-,BC760,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 655,PHCH
682,00683,โรงพยาบาลศรีเมืองใหม่,R,2.23,2,56,5.3,17.2,77.1,23.6,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 389,PHCH
683,00684,โรงพยาบาลบุณฑริก,R,2.3,1.94,83,5.3,18.3,79.7,23.2,29,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 393,PHCH
684,00685,โรงพยาบาลน้ำยืน,R,2.3,2.02,58,5.4,17.8,77.4,23.3,30.2,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 391,PHCH
686,00687,โรงพยาบาลม่วงสามสิบ,R,2.23,2,56,5.3,17.2,77.1,23.6,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 398,PHCH
689,00690,โรงพยาบาลกุดข้าวปุ้น,R,,,,,,,,,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,10 กันยายน 2568,,,ตัวอย่าง A Hemolysis,ส่งผลสมบูรณ์,,HM 396,PHCH
692,00693,สถาบันโรคผิวหนัง,R,2.22,1.97,57,5.2,17.3,78,23.7,30.4,,,,,,,,,,,(600) Mindray,,606,,,,780,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 914,DMS
699,00700,โรงพยาบาลอุทัย,R,2.2,1.57,57,5.5,17,77.4,25.1,32.4,,,,,,,,,,,(600) Mindray,,606,,,,BC-760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 139,PHCH
703,00704,โรงพยาบาลค่ายสุรสิงหนาท,R,2.21,1.99,83,5.2,24.3,101.5,23.8,21.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,รอบนี้ ทั้ง Slide และ Digital slide จำนวน  WBC น้อยมาก,,,ส่งผลสมบูรณ์,,HM 1467,GNPH
708,00709,โรงพยาบาลยะหริ่ง,R,2.2,2.34,50,5.3,16.9,76.8,23.9,31.4,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 671,PHCH
713,00714,โรงพยาบาลท่าตะเกียบ,R,2.2,2.15,53,5.2,17.4,78.9,23.8,29.9,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 192,PHCH
714,00715,โรงพยาบาลสรรพยา,R,2.25,2.1,47,5.3,17.7,78.6,23.6,29.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1158,PHCH
734,00735,โรงพยาบาลท่าปลา,R,2.32,2.27,66,5.5,17.8,76.6,23.8,30.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,ไฟล์แนบ HM368,HM 528,PHCH
743,00744,โรงพยาบาล ป.แพทย์ 2,R,2.24,1.91,61,5.3,17.4,77.4,23.5,30.2,,,,,,,,,,,(600) Mindray,,606,,,,BC-780R,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 809,NGPH
744,00745,โรงพยาบาล ป.แพทย์ 1,R,2.25,1.88,69,5.4,17.4,77.2,23.9,31,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1834,NGPH
753,00754,โรงพยาบาลมะเร็งสุราษฎร์ธานี,R,2.2,2.27,58,5.4,17.2,78.2,24.4,31.4,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1152,DMS
795,00797,โรงพยาบาลมหาชัยเพชรรัชต์ (เครื่อง2),R,2.22,1,67,5.3,17,76.7,23.9,31.2,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 891,NGPH
796,00798,โรงพยาบาลพิษณุเวช อุตรดิตถ์,R,2.24,2.13,55,5.3,17.5,78,23.7,30.3,,,,,,,,,,,(600) Mindray,,606,,,,BC-780,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1804,NGPH
806,00808,โรงพยาบาลกงหรา,R,2.18,1.44,74,5.3,23.1,105.8,24.1,22.9,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 650,PHCH
808,00810,โรงพยาบาลอุตรดิตถ์1,R,2.21,2,47,5.4,16.7,75.7,24.7,32.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,10 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 1297,PHRH
822,00824,โรงพยาบาลนาโยง,R,2.32,1.8,67,5.5,17.9,77.1,23.6,30.6,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 657,PHCH
831,00833,โรงพยาบาลร่อนพิบูลย์,R,2.22,2.32,50,5.3,17.2,77.3,24.1,30.8,,,,,,,,,,,(600) Mindray,,606,,,,BC700,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 591,PHCH
838,00840,โรงพยาบาลสงฆ์,R,2.22,1.91,58,5.4,16.9,76.3,24.2,32,,,,,,,,,,,(600) Mindray,,606,,,,BC760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 913,DMS
874,00876,โรงพยาบาลพรหมคีรี,R,2.22,2.22,58,5.3,17.1,77,23.9,31,,,,,,,,,,,(600) Mindray,,606,,,,(606) 760,17 กันยายน 2568,-,,,ส่งผลสมบูรณ์,,HM 1091,PHCH
887,00889,โรงพยาบาลมายอ (เครื่อง2),R,2.21,2.15,69,5.3,19.9,79,24,27.3,,,,,,,,,,,(600) Mindray,,606,,,,BC 760,17 กันยายน 2568,,,,ส่งผลสมบูรณ์,,HM 672,PHCH
